Points,100m,110mH,200m,300m,400m,400mH,4x100m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,10 km,15 km,10 Miles,20 km,HM,25 km,30 km,Marathon,100 km
298,16.51,21.34,33.97,56.36,1:20.17,1:32.20,1:10.33,2:30.77,5:41.87,2:14.00,3:04.18,4:01.67,6:30.87,7:00.06,9:00.13,10:22.66,14:17.40,17:15.39,15:24.60,24:52.70,53:00.66,53:12,1:21:27,1:27:43,1:50:13,1:56:34,2:22:08,2:55:51,4:22:02,11:52:14
297,16.52,21.36,33.99,56.40,1:20.22,1:32.26,1:10.38,2:30.87,5:42.10,2:14.08,3:04.29,4:01.82,6:31.12,7:00.33,9:00.48,10:23.09,14:17.98,17:16.19,15:25.23,24:53.72,53:02.87,53:14,1:21:30,1:27:46,1:50:18,1:56:39,2:22:14,2:55:59,4:22:14,11:52:45
296,16.53,21.37,34.0,56.43,1:20.27,1:32.32,1:10.43,2:30.98,5:42.34,2:14.16,3:04.40,4:01.97,6:31.37,7:00.60,9:00.83,10:23.52,14:18.55,17:16.99,15:25.85,24:54.74,53:05.09,53:16,1:21:34,1:27:50,1:50:23,1:56:44,2:22:20,2:56:06,4:22:26,11:53:16
295,16.54,21.39,34.02,56.47,1:20.32,1:32.39,1:10.47,2:31.08,5:42.57,2:14.25,3:04.51,4:02.12,6:31.62,7:00.87,9:01.19,10:23.96,14:19.13,17:17.79,15:26.48,24:55.76,53:07.31,53:18,1:21:37,1:27:54,1:50:27,1:56:49,2:22:26,2:56:14,4:22:38,11:53:48
294,16.55,21.4,34.04,56.50,1:20.37,1:32.45,1:10.52,2:31.18,5:42.80,2:14.33,3:04.62,4:02.27,6:31.87,7:01.14,9:01.54,10:24.39,14:19.71,17:18.59,15:27.11,24:56.79,53:09.54,53:20,1:21:40,1:27:57,1:50:32,1:56:54,2:22:33,2:56:22,4:22:50,11:54:19
293,16.56,21.41,34.06,56.54,1:20.42,1:32.51,1:10.57,2:31.29,5:43.04,2:14.42,3:04.74,4:02.42,6:32.12,7:01.41,9:01.90,10:24.83,14:20.29,17:19.39,15:27.73,24:57.81,53:11.77,53:23,1:21:44,1:28:01,1:50:36,1:56:58,2:22:39,2:56:30,4:23:02,11:54:50
292,16.57,21.43,34.08,56.57,1:20.47,1:32.58,1:10.61,2:31.39,5:43.27,2:14.50,3:04.85,4:02.57,6:32.38,7:01.68,9:02.25,10:25.26,14:20.87,17:20.20,15:28.36,24:58.84,53:14.01,53:25,1:21:47,1:28:05,1:50:41,1:57:03,2:22:45,2:56:37,4:23:14,11:55:21
291,16.58,21.44,34.1,56.61,1:20.52,1:32.64,1:10.66,2:31.49,5:43.50,2:14.59,3:04.96,4:02.71,6:32.63,7:01.95,9:02.61,10:25.70,14:21.45,17:21.00,15:28.99,24:59.87,53:16.24,53:27,1:21:51,1:28:08,1:50:46,1:57:08,2:22:51,2:56:45,4:23:26,11:55:53
290,16.59,21.46,34.12,56.64,1:20.57,1:32.71,1:10.71,2:31.60,5:43.74,2:14.67,3:05.07,4:02.87,6:32.88,7:02.22,9:02.97,10:26.14,14:22.03,17:21.81,15:29.63,25:00.90,53:18.49,53:29,1:21:54,1:28:12,1:50:50,1:57:13,2:22:57,2:56:53,4:23:38,11:56:24
289,16.6,21.47,34.14,56.68,1:20.62,1:32.77,1:10.76,2:31.70,5:43.97,2:14.76,3:05.18,4:03.02,6:33.14,7:02.49,9:03.32,10:26.57,14:22.62,17:22.62,15:30.26,25:01.94,53:20.73,53:31,1:21:58,1:28:16,1:50:55,1:57:18,2:23:03,2:57:01,4:23:50,11:56:55
288,16.61,21.49,34.16,56.71,1:20.67,1:32.84,1:10.80,2:31.81,5:44.21,2:14.84,3:05.30,4:03.17,6:33.39,7:02.77,9:03.68,10:27.01,14:23.20,17:23.43,15:30.89,25:02.97,53:22.98,53:34,1:22:01,1:28:19,1:51:00,1:57:23,2:23:09,2:57:08,4:24:02,11:57:27
287,16.62,21.5,34.18,56.75,1:20.73,1:32.90,1:10.85,2:31.91,5:44.44,2:14.93,3:05.41,4:03.32,6:33.65,7:03.04,9:04.04,10:27.45,14:23.79,17:24.24,15:31.53,25:04.01,53:25.24,53:36,1:22:04,1:28:23,1:51:04,1:57:28,2:23:16,2:57:16,4:24:14,11:57:58
286,16.63,21.52,34.2,56.78,1:20.78,1:32.96,1:10.90,2:32.02,5:44.68,2:15.01,3:05.52,4:03.47,6:33.90,7:03.31,9:04.40,10:27.89,14:24.37,17:25.05,15:32.16,25:05.05,53:27.49,53:38,1:22:08,1:28:27,1:51:09,1:57:33,2:23:22,2:57:24,4:24:26,11:58:30
285,,21.53,34.22,56.82,1:20.83,1:33.03,1:10.94,2:32.12,5:44.92,2:15.10,3:05.63,4:03.62,6:34.16,7:03.59,9:04.76,10:28.33,14:24.96,17:25.86,15:32.80,25:06.09,53:29.75,53:40,1:22:11,1:28:31,1:51:14,1:57:38,2:23:28,2:57:32,4:24:39,11:59:02
284,16.64,21.55,34.24,56.85,1:20.88,1:33.09,1:10.99,2:32.23,5:45.16,2:15.18,3:05.75,4:03.77,6:34.41,7:03.86,9:05.12,10:28.78,14:25.55,17:26.68,15:33.44,25:07.13,53:32.02,53:43,1:22:15,1:28:34,1:51:18,1:57:43,2:23:34,2:57:40,4:24:51,11:59:33
283,16.65,21.56,34.26,56.89,1:20.93,1:33.16,1:11.04,2:32.33,5:45.39,2:15.27,3:05.86,4:03.92,6:34.67,7:04.14,9:05.48,10:29.22,14:26.14,17:27.49,15:34.08,25:08.18,53:34.29,53:45,1:22:18,1:28:38,1:51:23,1:57:48,2:23:40,2:57:48,4:25:03,12:00:05
282,16.66,21.58,34.28,56.92,1:20.98,1:33.22,1:11.09,2:32.44,5:45.63,2:15.36,3:05.97,4:04.08,6:34.93,7:04.41,9:05.84,10:29.66,14:26.73,17:28.31,15:34.72,25:09.22,53:36.56,53:47,1:22:22,1:28:42,1:51:28,1:57:53,2:23:47,2:57:56,4:25:15,12:00:37
281,16.67,21.59,34.3,56.96,1:21.03,1:33.29,1:11.14,2:32.54,5:45.87,2:15.44,3:06.09,4:04.23,6:35.18,7:04.69,9:06.20,10:30.11,14:27.32,17:29.13,15:35.36,25:10.27,53:38.84,53:49,1:22:25,1:28:46,1:51:33,1:57:58,2:23:53,2:58:03,4:25:27,12:01:09
280,16.68,21.61,34.32,56.99,1:21.08,1:33.35,1:11.18,2:32.65,5:46.11,2:15.53,3:06.20,4:04.38,6:35.44,7:04.96,9:06.57,10:30.55,14:27.91,17:29.95,15:36.00,25:11.32,53:41.12,53:52,1:22:29,1:28:49,1:51:37,1:58:03,2:23:59,2:58:11,4:25:40,12:01:41
279,16.69,21.62,34.34,57.03,1:21.14,1:33.42,1:11.23,2:32.75,5:46.35,2:15.62,3:06.31,4:04.53,6:35.70,7:05.24,9:06.93,10:31.00,14:28.50,17:30.77,15:36.65,25:12.38,53:43.41,53:54,1:22:32,1:28:53,1:51:42,1:58:08,2:24:05,2:58:19,4:25:52,12:02:13
278,16.7,21.64,34.36,57.07,1:21.19,1:33.49,1:11.28,2:32.86,5:46.59,2:15.70,3:06.43,4:04.69,6:35.96,7:05.52,9:07.29,10:31.44,14:29.10,17:31.60,15:37.29,25:13.43,53:45.70,53:56,1:22:36,1:28:57,1:51:47,1:58:13,2:24:12,2:58:27,4:26:04,12:02:45
277,16.71,21.65,34.38,57.10,1:21.24,1:33.55,1:11.33,2:32.97,5:46.83,2:15.79,3:06.54,4:04.84,6:36.22,7:05.80,9:07.66,10:31.89,14:29.70,17:32.42,15:37.94,25:14.49,53:47.99,53:58,1:22:39,1:29:01,1:51:52,1:58:18,2:24:18,2:58:35,4:26:16,12:03:17
276,16.72,21.67,34.4,57.14,1:21.29,1:33.62,1:11.38,2:33.07,5:47.07,2:15.88,3:06.66,4:04.99,6:36.48,7:06.08,9:08.02,10:32.34,14:30.29,17:33.25,15:38.59,25:15.54,53:50.29,54:01,1:22:43,1:29:04,1:51:56,1:58:23,2:24:24,2:58:43,4:26:29,12:03:49
275,16.73,21.68,34.42,57.17,1:21.34,1:33.68,1:11.42,2:33.18,5:47.31,2:15.96,3:06.77,4:05.15,6:36.74,7:06.36,9:08.39,10:32.79,14:30.89,17:34.08,15:39.23,25:16.60,53:52.59,54:03,1:22:46,1:29:08,1:52:01,1:58:28,2:24:31,2:58:51,4:26:41,12:04:21
274,16.74,21.7,34.44,57.21,1:21.40,1:33.75,1:11.47,2:33.29,5:47.55,2:16.05,3:06.89,4:05.30,6:37.00,7:06.63,9:08.76,10:33.24,14:31.49,17:34.91,15:39.88,25:17.66,53:54.90,54:05,1:22:50,1:29:12,1:52:06,1:58:33,2:24:37,2:58:59,4:26:53,12:04:54
273,16.75,21.71,34.46,57.25,1:21.45,1:33.82,1:11.52,2:33.39,5:47.79,2:16.14,3:07.00,4:05.46,6:37.26,7:06.92,9:09.12,10:33.69,14:32.09,17:35.74,15:40.54,25:18.73,53:57.21,54:08,1:22:53,1:29:16,1:52:11,1:58:39,2:24:43,2:59:07,4:27:06,12:05:26
272,16.76,21.73,34.48,57.28,1:21.50,1:33.88,1:11.57,2:33.50,5:48.03,2:16.23,3:07.12,4:05.61,6:37.52,7:07.20,9:09.49,10:34.14,14:32.69,17:36.57,15:41.19,25:19.79,53:59.52,54:10,1:22:57,1:29:20,1:52:16,1:58:44,2:24:50,2:59:15,4:27:18,12:05:58
271,16.77,21.74,34.5,57.32,1:21.55,1:33.95,1:11.62,2:33.61,5:48.28,2:16.31,3:07.23,4:05.77,6:37.78,7:07.48,9:09.86,10:34.59,14:33.29,17:37.41,15:41.84,25:20.86,54:01.84,54:12,1:23:00,1:29:23,1:52:21,1:58:49,2:24:56,2:59:23,4:27:31,12:06:31
270,16.78,21.76,34.52,57.36,1:21.61,1:34.02,1:11.67,2:33.72,5:48.52,2:16.40,3:07.35,4:05.92,6:38.05,7:07.76,9:10.23,10:35.05,14:33.90,17:38.24,15:42.50,25:21.93,54:04.17,54:15,1:23:04,1:29:27,1:52:25,1:58:54,2:25:02,2:59:31,4:27:43,12:07:03
269,16.79,21.77,34.54,57.39,1:21.66,1:34.08,1:11.72,2:33.83,5:48.76,2:16.49,3:07.47,4:06.08,6:38.31,7:08.04,9:10.60,10:35.50,14:34.50,17:39.08,15:43.15,25:23.00,54:06.50,54:17,1:23:08,1:29:31,1:52:30,1:58:59,2:25:09,2:59:39,4:27:56,12:07:36
268,16.8,21.79,34.56,57.43,1:21.71,1:34.15,1:11.76,2:33.93,5:49.01,2:16.58,3:07.58,4:06.24,6:38.57,7:08.32,9:10.97,10:35.95,14:35.11,17:39.92,15:43.81,25:24.08,54:08.83,54:19,1:23:11,1:29:35,1:52:35,1:59:04,2:25:15,2:59:47,4:28:08,12:08:08
267,16.81,21.8,34.58,57.46,1:21.76,1:34.22,1:11.81,2:34.04,5:49.25,2:16.67,3:07.70,4:06.39,6:38.84,7:08.61,9:11.34,10:36.41,14:35.71,17:40.76,15:44.47,25:25.15,54:11.16,54:21,1:23:15,1:29:39,1:52:40,1:59:09,2:25:21,2:59:55,4:28:21,12:08:41
266,16.82,21.82,34.6,57.50,1:21.82,1:34.28,1:11.86,2:34.15,5:49.50,2:16.76,3:07.82,4:06.55,6:39.10,7:08.89,9:11.72,10:36.87,14:36.32,17:41.60,15:45.13,25:26.23,54:13.50,54:24,1:23:18,1:29:43,1:52:45,1:59:14,2:25:28,3:00:04,4:28:33,12:09:14
265,16.83,21.84,34.62,57.54,1:21.87,1:34.35,1:11.91,2:34.26,5:49.74,2:16.84,3:07.93,4:06.71,6:39.37,7:09.17,9:12.09,10:37.32,14:36.93,17:42.44,15:45.79,25:27.31,54:15.85,54:26,1:23:22,1:29:47,1:52:50,1:59:20,2:25:34,3:00:12,4:28:46,12:09:47
264,16.84,21.85,34.64,57.57,1:21.92,1:34.42,1:11.96,2:34.37,5:49.99,2:16.93,3:08.05,4:06.86,6:39.63,7:09.46,9:12.46,10:37.78,14:37.54,17:43.29,15:46.45,25:28.39,54:18.20,54:28,1:23:25,1:29:50,1:52:55,1:59:25,2:25:41,3:00:20,4:28:58,12:10:20
263,16.85,21.87,34.66,57.61,1:21.98,1:34.48,1:12.01,2:34.48,5:50.24,2:17.02,3:08.17,4:07.02,6:39.90,7:09.74,9:12.84,10:38.24,14:38.15,17:44.14,15:47.11,25:29.47,54:20.55,54:31,1:23:29,1:29:54,1:52:59,1:59:30,2:25:47,3:00:28,4:29:11,12:10:53
262,16.86,21.88,34.68,57.65,1:22.03,1:34.55,1:12.06,2:34.59,5:50.48,2:17.11,3:08.28,4:07.18,6:40.17,7:10.03,9:13.21,10:38.70,14:38.76,17:44.98,15:47.78,25:30.56,54:22.91,54:33,1:23:33,1:29:58,1:53:04,1:59:35,2:25:54,3:00:36,4:29:24,12:11:26
261,16.87,21.9,34.71,57.69,1:22.08,1:34.62,1:12.11,2:34.70,5:50.73,2:17.20,3:08.40,4:07.34,6:40.43,7:10.32,9:13.59,10:39.16,14:39.38,17:45.83,15:48.44,25:31.65,54:25.28,54:35,1:23:36,1:30:02,1:53:09,1:59:40,2:26:00,3:00:44,4:29:36,12:11:59
260,16.88,21.91,34.73,57.72,1:22.14,1:34.69,1:12.16,2:34.81,5:50.98,2:17.29,3:08.52,4:07.49,6:40.70,7:10.60,9:13.97,10:39.62,14:39.99,17:46.69,15:49.11,25:32.74,54:27.64,54:38,1:23:40,1:30:06,1:53:14,1:59:46,2:26:07,3:00:53,4:29:49,12:12:32
259,16.89,21.93,34.75,57.76,1:22.19,1:34.76,1:12.21,2:34.92,5:51.23,2:17.38,3:08.64,4:07.65,6:40.97,7:10.89,9:14.34,10:40.09,14:40.61,17:47.54,15:49.78,25:33.83,54:30.02,54:40,1:23:43,1:30:10,1:53:19,1:59:51,2:26:13,3:01:01,4:30:02,12:13:05
258,16.9,21.94,34.77,57.80,1:22.24,1:34.82,1:12.26,2:35.03,5:51.48,2:17.47,3:08.76,4:07.81,6:41.24,7:11.18,9:14.72,10:40.55,14:41.22,17:48.39,15:50.45,25:34.92,54:32.39,54:43,1:23:47,1:30:14,1:53:24,1:59:56,2:26:20,3:01:09,4:30:15,12:13:38
257,16.91,21.96,34.79,57.83,1:22.30,1:34.89,1:12.31,2:35.14,5:51.72,2:17.56,3:08.88,4:07.97,6:41.51,7:11.47,9:15.10,10:41.02,14:41.84,17:49.25,15:51.12,25:36.02,54:34.77,54:45,1:23:51,1:30:18,1:53:29,2:00:01,2:26:26,3:01:17,4:30:27,12:14:12
256,,21.97,34.81,57.87,1:22.35,1:34.96,1:12.36,2:35.25,5:51.97,2:17.65,3:09.00,4:08.13,6:41.78,7:11.76,9:15.48,10:41.48,14:42.46,17:50.11,15:51.79,25:37.12,54:37.16,54:47,1:23:54,1:30:22,1:53:34,2:00:07,2:26:33,3:01:25,4:30:40,12:14:45
255,16.92,21.99,34.83,57.91,1:22.41,1:35.03,1:12.41,2:35.36,5:52.22,2:17.74,3:09.11,4:08.29,6:42.05,7:12.05,9:15.86,10:41.95,14:43.08,17:50.97,15:52.46,25:38.22,54:39.55,54:50,1:23:58,1:30:26,1:53:39,2:00:12,2:26:39,3:01:34,4:30:53,12:15:18
254,16.93,22.01,34.85,57.95,1:22.46,1:35.10,1:12.46,2:35.47,5:52.48,2:17.83,3:09.23,4:08.45,6:42.32,7:12.34,9:16.24,10:42.41,14:43.70,17:51.83,15:53.14,25:39.32,54:41.95,54:52,1:24:02,1:30:30,1:53:44,2:00:17,2:26:46,3:01:42,4:31:06,12:15:52
253,16.94,22.02,34.87,57.98,1:22.51,1:35.17,1:12.51,2:35.58,5:52.73,2:17.92,3:09.35,4:08.61,6:42.59,7:12.63,9:16.62,10:42.88,14:44.33,17:52.69,15:53.82,25:40.42,54:44.35,54:54,1:24:05,1:30:34,1:53:49,2:00:22,2:26:52,3:01:50,4:31:19,12:16:26
252,16.95,22.04,34.89,58.02,1:22.57,1:35.24,1:12.56,2:35.69,5:52.98,2:18.02,3:09.47,4:08.77,6:42.86,7:12.92,9:17.01,10:43.35,14:44.95,17:53.56,15:54.49,25:41.53,54:46.75,54:57,1:24:09,1:30:38,1:53:54,2:00:28,2:26:59,3:01:59,4:31:32,12:16:59
251,16.96,22.05,34.91,58.06,1:22.62,1:35.30,1:12.61,2:35.81,5:53.23,2:18.11,3:09.59,4:08.94,6:43.13,7:13.21,9:17.39,10:43.82,14:45.58,17:54.43,15:55.17,25:42.64,54:49.16,54:59,1:24:13,1:30:41,1:53:59,2:00:33,2:27:06,3:02:07,4:31:45,12:17:33
250,16.97,22.07,34.94,58.10,1:22.68,1:35.37,1:12.66,2:35.92,5:53.48,2:18.20,3:09.71,4:09.10,6:43.41,7:13.51,9:17.77,10:44.29,14:46.21,17:55.29,15:55.85,25:43.75,54:51.57,55:02,1:24:16,1:30:45,1:54:04,2:00:38,2:27:12,3:02:15,4:31:57,12:18:07
249,16.98,22.09,34.96,58.13,1:22.73,1:35.44,1:12.71,2:36.03,5:53.74,2:18.29,3:09.84,4:09.26,6:43.68,7:13.80,9:18.16,10:44.76,14:46.83,17:56.16,15:56.53,25:44.87,54:53.99,55:04,1:24:20,1:30:49,1:54:09,2:00:44,2:27:19,3:02:24,4:32:10,12:18:41
248,17.0,22.1,34.98,58.17,1:22.79,1:35.51,1:12.76,2:36.14,5:53.99,2:18.38,3:09.96,4:09.42,6:43.95,7:14.09,9:18.54,10:45.24,14:47.46,17:57.04,15:57.22,25:45.98,54:56.42,55:06,1:24:24,1:30:53,1:54:14,2:00:49,2:27:25,3:02:32,4:32:23,12:19:15
247,17.01,22.12,35.0,58.21,1:22.84,1:35.58,1:12.81,2:36.26,5:54.25,2:18.47,3:10.08,4:09.58,6:44.23,7:14.39,9:18.93,10:45.71,14:48.09,17:57.91,15:57.90,25:47.10,54:58.85,55:09,1:24:28,1:30:57,1:54:19,2:00:54,2:27:32,3:02:41,4:32:36,12:19:49
246,17.02,22.13,35.02,58.25,1:22.90,1:35.65,1:12.86,2:36.37,5:54.50,2:18.57,3:10.20,4:09.75,6:44.50,7:14.68,9:19.32,10:46.19,14:48.73,17:58.79,15:58.59,25:48.22,55:01.28,55:11,1:24:31,1:31:01,1:54:24,2:01:00,2:27:39,3:02:49,4:32:50,12:20:23
245,17.03,22.15,35.04,58.29,1:22.95,1:35.72,1:12.91,2:36.48,5:54.76,2:18.66,3:10.32,4:09.91,6:44.78,7:14.98,9:19.70,10:46.66,14:49.36,17:59.66,15:59.27,25:49.34,55:03.72,55:14,1:24:35,1:31:05,1:54:29,2:01:05,2:27:45,3:02:58,4:33:03,12:20:57
244,17.04,22.17,35.06,58.32,1:23.01,1:35.79,1:12.97,2:36.59,5:55.01,2:18.75,3:10.44,4:10.07,6:45.05,7:15.27,9:20.09,10:47.14,14:49.99,18:00.54,15:59.96,25:50.47,55:06.16,55:16,1:24:39,1:31:10,1:54:34,2:01:10,2:27:52,3:03:06,4:33:16,12:21:31
243,17.05,22.18,35.08,58.36,1:23.06,1:35.86,1:13.02,2:36.71,5:55.27,2:18.84,3:10.56,4:10.24,6:45.33,7:15.57,9:20.48,10:47.62,14:50.63,18:01.42,16:00.65,25:51.59,55:08.61,55:18,1:24:43,1:31:14,1:54:39,2:01:16,2:27:59,3:03:14,4:33:29,12:22:05
242,17.06,22.2,35.11,58.40,1:23.12,1:35.93,1:13.07,2:36.82,5:55.52,2:18.94,3:10.69,4:10.40,6:45.61,7:15.87,9:20.87,10:48.09,14:51.27,18:02.31,16:01.34,25:52.72,55:11.07,55:21,1:24:46,1:31:18,1:54:44,2:01:21,2:28:06,3:03:23,4:33:42,12:22:40
241,17.07,22.21,35.13,58.44,1:23.17,1:36.00,1:13.12,2:36.94,5:55.78,2:19.03,3:10.81,4:10.57,6:45.89,7:16.17,9:21.26,10:48.57,14:51.91,18:03.19,16:02.04,25:53.86,55:13.53,55:23,1:24:50,1:31:22,1:54:50,2:01:27,2:28:12,3:03:31,4:33:55,12:23:14
240,17.08,22.23,35.15,58.48,1:23.23,1:36.07,1:13.17,2:37.05,5:56.04,2:19.12,3:10.93,4:10.73,6:46.17,7:16.47,9:21.66,10:49.05,14:52.55,18:04.08,16:02.73,25:54.99,55:15.99,55:26,1:24:54,1:31:26,1:54:55,2:01:32,2:28:19,3:03:40,4:34:08,12:23:48
239,17.09,22.25,35.17,58.52,1:23.28,1:36.14,1:13.22,2:37.17,5:56.30,2:19.22,3:11.06,4:10.90,6:46.44,7:16.76,9:22.05,10:49.54,14:53.19,18:04.97,16:03.43,25:56.13,55:18.46,55:28,1:24:58,1:31:30,1:55:00,2:01:37,2:28:26,3:03:49,4:34:22,12:24:23
238,17.1,22.26,35.19,58.56,1:23.34,1:36.21,1:13.28,2:37.28,5:56.56,2:19.31,3:11.18,4:11.06,6:46.72,7:17.06,9:22.44,10:50.02,14:53.83,18:05.86,16:04.12,25:57.27,55:20.93,55:31,1:25:01,1:31:34,1:55:05,2:01:43,2:28:33,3:03:57,4:34:35,12:24:58
237,17.11,22.28,35.21,58.59,1:23.40,1:36.29,1:13.33,2:37.40,5:56.82,2:19.41,3:11.30,4:11.23,6:47.00,7:17.36,9:22.84,10:50.50,14:54.47,18:06.75,16:04.82,25:58.41,55:23.41,55:33,1:25:05,1:31:38,1:55:10,2:01:48,2:28:39,3:04:06,4:34:48,12:25:32
236,17.12,22.29,35.24,58.63,1:23.45,1:36.36,1:13.38,2:37.51,5:57.08,2:19.50,3:11.43,4:11.39,6:47.29,7:17.67,9:23.23,10:50.99,14:55.12,18:07.64,16:05.52,25:59.55,55:25.90,55:36,1:25:09,1:31:42,1:55:15,2:01:54,2:28:46,3:04:14,4:35:02,12:26:07
235,17.13,22.31,35.26,58.67,1:23.51,1:36.43,1:13.43,2:37.63,5:57.34,2:19.59,3:11.55,4:11.56,6:47.57,7:17.97,9:23.63,10:51.47,14:55.76,18:08.54,16:06.22,26:00.70,55:28.39,55:38,1:25:13,1:31:46,1:55:20,2:01:59,2:28:53,3:04:23,4:35:15,12:26:42
234,17.14,22.33,35.28,58.71,1:23.57,1:36.50,1:13.48,2:37.74,5:57.60,2:19.69,3:11.68,4:11.73,6:47.85,7:18.27,9:24.03,10:51.96,14:56.41,18:09.43,16:06.93,26:01.85,55:30.88,55:40,1:25:17,1:31:50,1:55:26,2:02:05,2:29:00,3:04:32,4:35:28,12:27:17
233,17.15,22.34,35.3,58.75,1:23.62,1:36.57,1:13.54,2:37.86,5:57.86,2:19.78,3:11.80,4:11.90,6:48.13,7:18.57,9:24.42,10:52.45,14:57.06,18:10.33,16:07.63,26:03.00,55:33.38,55:43,1:25:20,1:31:54,1:55:31,2:02:10,2:29:07,3:04:40,4:35:42,12:27:52
232,17.16,22.36,35.32,58.79,1:23.68,1:36.64,1:13.59,2:37.97,5:58.12,2:19.88,3:11.93,4:12.06,6:48.41,7:18.88,9:24.82,10:52.94,14:57.71,18:11.24,16:08.34,26:04.15,55:35.89,55:45,1:25:24,1:31:59,1:55:36,2:02:16,2:29:14,3:04:49,4:35:55,12:28:27
231,17.17,22.38,35.34,58.83,1:23.74,1:36.72,1:13.64,2:38.09,5:58.39,2:19.97,3:12.05,4:12.23,6:48.70,7:19.18,9:25.22,10:53.43,14:58.36,18:12.14,16:09.04,26:05.31,55:38.40,55:48,1:25:28,1:32:03,1:55:41,2:02:21,2:29:20,3:04:58,4:36:09,12:29:02
230,17.18,22.39,35.37,58.87,1:23.79,1:36.79,1:13.69,2:38.21,5:58.65,2:20.07,3:12.18,4:12.40,6:48.98,7:19.49,9:25.62,10:53.92,14:59.02,18:13.04,16:09.75,26:06.47,55:40.92,55:50,1:25:32,1:32:07,1:55:47,2:02:27,2:29:27,3:05:06,4:36:22,12:29:37
229,17.19,22.41,35.39,58.91,1:23.85,1:36.86,1:13.75,2:38.32,5:58.91,2:20.16,3:12.30,4:12.57,6:49.27,7:19.79,9:26.02,10:54.41,14:59.67,18:13.95,16:10.46,26:07.63,55:43.44,55:53,1:25:36,1:32:11,1:55:52,2:02:32,2:29:34,3:05:15,4:36:36,12:30:13
228,17.2,22.43,35.41,58.95,1:23.91,1:36.93,1:13.80,2:38.44,5:59.18,2:20.26,3:12.43,4:12.74,6:49.55,7:20.10,9:26.43,10:54.90,15:00.33,18:14.86,16:11.18,26:08.79,55:45.97,55:55,1:25:40,1:32:15,1:55:57,2:02:38,2:29:41,3:05:24,4:36:49,12:30:48
227,17.21,22.44,35.43,58.99,1:23.96,1:37.00,1:13.85,2:38.56,5:59.44,2:20.36,3:12.55,4:12.91,6:49.84,7:20.41,9:26.83,10:55.40,15:00.99,18:15.77,16:11.89,26:09.96,55:48.50,55:58,1:25:44,1:32:19,1:56:02,2:02:44,2:29:48,3:05:33,4:37:03,12:31:24
226,17.22,22.46,35.45,59.03,1:24.02,1:37.08,1:13.91,2:38.68,5:59.71,2:20.45,3:12.68,4:13.08,6:50.13,7:20.71,9:27.23,10:55.89,15:01.65,18:16.69,16:12.61,26:11.13,55:51.04,56:00,1:25:47,1:32:23,1:56:08,2:02:49,2:29:55,3:05:41,4:37:16,12:31:59
225,17.23,22.48,35.48,59.07,1:24.08,1:37.15,1:13.96,2:38.80,5:59.98,2:20.55,3:12.81,4:13.25,6:50.41,7:21.02,9:27.64,10:56.39,15:02.31,18:17.60,16:13.32,26:12.30,55:53.59,56:03,1:25:51,1:32:28,1:56:13,2:02:55,2:30:02,3:05:50,4:37:30,12:32:35
224,17.24,22.49,35.5,59.11,1:24.14,1:37.22,1:14.01,2:38.91,6:00.24,2:20.65,3:12.94,4:13.42,6:50.70,7:21.33,9:28.04,10:56.89,15:02.97,18:18.52,16:14.04,26:13.47,55:56.14,56:06,1:25:55,1:32:32,1:56:18,2:03:00,2:30:09,3:05:59,4:37:44,12:33:10
223,17.25,22.51,35.52,59.15,1:24.19,1:37.30,1:14.07,2:39.03,6:00.51,2:20.74,3:13.06,4:13.59,6:50.99,7:21.64,9:28.45,10:57.38,15:03.63,18:19.44,16:14.76,26:14.65,55:58.69,56:08,1:25:59,1:32:36,1:56:23,2:03:06,2:30:16,3:06:08,4:37:57,12:33:46
222,17.26,22.53,35.54,59.19,1:24.25,1:37.37,1:14.12,2:39.15,6:00.78,2:20.84,3:13.19,4:13.76,6:51.28,7:21.95,9:28.86,10:57.88,15:04.30,18:20.36,16:15.48,26:15.83,56:01.25,56:11,1:26:03,1:32:40,1:56:29,2:03:12,2:30:23,3:06:17,4:38:11,12:34:22
221,17.28,22.54,35.57,59.23,1:24.31,1:37.44,1:14.17,2:39.27,6:01.05,2:20.94,3:13.32,4:13.93,6:51.57,7:22.26,9:29.27,10:58.38,15:04.97,18:21.28,16:16.21,26:17.01,56:03.82,56:13,1:26:07,1:32:45,1:56:34,2:03:17,2:30:30,3:06:26,4:38:25,12:34:58
220,17.29,22.56,35.59,59.27,1:24.37,1:37.52,1:14.23,2:39.39,6:01.32,2:21.03,3:13.45,4:14.11,6:51.86,7:22.58,9:29.67,10:58.89,15:05.63,18:22.21,16:16.93,26:18.19,56:06.40,56:16,1:26:11,1:32:49,1:56:39,2:03:23,2:30:37,3:06:35,4:38:39,12:35:34
219,17.3,22.58,35.61,59.31,1:24.43,1:37.59,1:14.28,2:39.51,6:01.59,2:21.13,3:13.58,4:14.28,6:52.15,7:22.89,9:30.08,10:59.39,15:06.30,18:23.14,16:17.66,26:19.38,56:08.98,56:18,1:26:15,1:32:53,1:56:45,2:03:29,2:30:44,3:06:44,4:38:53,12:36:10
